,Unnamed: 0,Airline,AirlineID,SourceAirport,SourceAirportID,DestAirport,DestAirportID,Codeshare,Stops,Equipment,SourceCountry,DestCountry,MeanPeriod,StdPeriod,Seats
79,19998,DH,10128,BKO,1044,LOS,273,,0,AT7,Mali,Nigeria,2.2915565447001325,1.861611425059661,181
80,19999,DH,10128,CKY,4162,BKO,1044,,0,AT7,Guinea,Mali,1.0341880341880343,0.8296323690509201,94
81,20001,DH,10128,COO,245,BKO,1044,,0,AT7,Benin,Mali,1.0254237288135593,0.8003727705677679,122
82,20005,DH,10128,LBV,970,LOS,273,,0,AT7,Gabon,Nigeria,7.0,0.0,122
83,20006,DH,10128,LOS,273,BKO,1044,,0,AT7,Nigeria,Mali,2.2915565447001325,1.861611425059661,181
84,20007,DH,10128,LOS,273,SSG,891,,0,AT7,Nigeria,Eq. Guinea,7.0,0.0,122
85,20171,DL,2009,ATL,3682,LOS,273,,0,76W,United States,Nigeria,1.2389078498293515,0.4264163330821975,268
86,20563,DL,2009,DKR,1084,JFK,3797,,0,752,Senegal,United States,0.7443762781186094,0.5370658655093925,228
87,20940,DL,2009,JFK,3797,DKR,1084,,0,752,United States,Senegal,2.2,0.7152028743756219,179
88,21185,DL,2009,LOS,273,ATL,3682,,0,76W,Nigeria,United States,1.2380952380952381,0.4259177099999611,268
89,21991,DN,17094,ABJ,253,DKR,1084,,0,320,Côte d'Ivoire,Senegal,0.42823529411764705,0.4948230259290893,130
90,21999,DN,17094,COO,245,DKR,1084,,0,320,Benin,Senegal,2.872,1.9014773204011655,83
91,22003,DN,17094,DKR,1084,ABJ,253,,0,320,Senegal,Côte d'Ivoire,0.44882860665844637,0.4973745957560408,130
92,22007,DN,17094,DKR,1084,COO,245,,0,320,Senegal,Benin,2.872,1.8065480895896466,83
93,22008,DN,17094,DKR,1084,NKC,1094,,0,CRJ,Senegal,Mauritania,0.6397188049209139,0.4945082501898004,88
94,22010,DN,17094,DKR,1084,RAI,5674,,0,CRJ,Senegal,Cape Verde,1.067448680351906,0.4381000044912207,71
95,22015,DN,17094,NKC,1094,DKR,1084,,0,CRJ,Mauritania,Senegal,0.6243567753001715,0.48428854254147297,89
96,22019,DN,17094,RAI,5674,DKR,1084,,0,CRJ,Cape Verde,Senegal,1.0769230769230769,0.44853476114194646,70
97,22770,E2,3098,ABJ,253,FNA,1059,,0,M82,Côte d'Ivoire,Sierra Leone,2.2915565447001325,1.861611425059661,181
98,22771,E2,3098,ABJ,253,ROB,1063,,0,M82,Côte d'Ivoire,Liberia,3.7142857142857144,0.9689042833036097,268
99,22773,E2,3098,ACC,248,FNA,1059,,0,M82,Ghana,Sierra Leone,1.1753246753246753,0.7947319803304489,126
100,22775,E2,3098,FNA,1059,ABJ,253,,0,M82,Sierra Leone,Côte d'Ivoire,2.2915565447001325,1.861611425059661,181
101,22776,E2,3098,FNA,1059,ACC,248,,0,M82,Sierra Leone,Ghana,1.134796238244514,0.5520090458446419,126
102,22779,E2,3098,ROB,1063,ABJ,253,,0,M82,Liberia,Côte d'Ivoire,2.9836065573770494,1.324322323188243,246
103,23112,EK,2183,DKR,1084,DXB,2188,,0,343,Senegal,United Arab Emirates,1.4069767441860466,0.4912704691692469,267
104,23156,EK,2183,DXB,2188,DKR,1084,,0,343,United Arab Emirates,Senegal,1.4069767441860466,0.4912704691692469,267
105,23200,EK,2183,DXB,2188,LOS,273,,0,77W,United Arab Emirates,Nigeria,0.4380264741275572,0.49614441656733504,307
106,23285,EK,2183,LOS,273,DXB,2188,,0,77W,Nigeria,United Arab Emirates,0.4375,0.49607837082461076,307
107,23612,ET,2220,ABJ,253,CKY,4162,,0,DH8,Côte d'Ivoire,Guinea,1.0676470588235294,0.8902149734541294,114
108,23615,ET,2220,ABJ,253,LOS,273,Y,0,DH8,Côte d'Ivoire,Nigeria,1.3093525179856116,1.1774189603132657,166
109,23617,ET,2220,ABV,260,ADD,1107,,0,77L,Nigeria,Ethiopia,1.797029702970297,0.647455865775911,161
110,23618,ET,2220,ABV,260,COO,245,Y,0,DH8,Nigeria,Benin,2.2915565447001325,1.861611425059661,181
111,23619,ET,2220,ABV,260,LFW,298,Y,0,DH8,Nigeria,Togo,2.2915565447001325,1.861611425059661,181
112,23620,ET,2220,ABV,260,NDJ,999,Y,0,DH8,Nigeria,Chad,2.2915565447001325,1.861611425059661,181
113,23621,ET,2220,ABV,260,NIM,280,Y,0,DH8,Nigeria,Niger,2.328125,0.4695306000411475,50
114,23625,ET,2220,ACC,248,MLW,1062,Y,0,DH8,Ghana,Liberia,3.5,0.5,37
115,23626,ET,2220,ADD,1107,ABV,260,,0,77L,Ethiopia,Nigeria,1.7881773399014778,0.6428524243452158,161
116,23634,ET,2220,ADD,1107,BKO,1044,,0,763,Ethiopia,Mali,2.246913580246914,0.509922874766998,223
117,23647,ET,2220,ADD,1107,ENU,264,,0,752,Ethiopia,Nigeria,2.2915565447001325,1.861611425059661,181
118,23672,ET,2220,ADD,1107,LOS,273,,0,77L,Ethiopia,Nigeria,0.8253968253968254,0.37962732517782083,214
119,23711,ET,2220,BKO,1044,ADD,1107,,0,763,Mali,Ethiopia,2.248447204968944,0.5111314437625089,223
120,23714,ET,2220,BKO,1044,LFW,298,Y,0,73W,Mali,Togo,1.6425339366515836,1.1231020813120232,121
121,23732,ET,2220,CKY,4162,ABJ,253,,0,DH8,Guinea,Côte d'Ivoire,1.116564417177914,0.9194065706581882,114
122,23735,ET,2220,CKY,4162,LFW,298,Y,0,73W,Guinea,Togo,2.2915565447001325,1.861611425059661,181
123,23738,ET,2220,COO,245,ABV,260,Y,0,DH8,Benin,Nigeria,2.2915565447001325,1.861611425059661,181
124,23765,ET,2220,ENU,264,ADD,1107,,0,752,Nigeria,Ethiopia,2.2915565447001325,1.861611425059661,181
125,23772,ET,2220,FNA,1059,MLW,1062,Y,0,DH8,Sierra Leone,Liberia,3.504854368932039,0.4999764345469414,24
126,23850,ET,2220,LFW,298,ABV,260,Y,0,DH8,Togo,Nigeria,2.2915565447001325,1.861611425059661,181
127,23853,ET,2220,LFW,298,BKO,1044,Y,0,73W,Togo,Mali,1.5720524017467248,1.278066797789589,121
